action,blood glucose,reward,meal,risk
0.1,156.24702,-18.396778118235247,0.0,3.6932022813803855
0.1,156.25365,-18.127799497439668,0.0,3.5659195106215873
[0.05501831],155.82446,-17.849225844971524,0.0,3.4592531017593497
0.1,155.33495,-17.59605556555557,0.0,3.380559830288493
[0.],155.01141,-17.458765803268264,0.0,3.3250185642523866
[0.],155.0472,-17.528779232055165,0.0,3.286133593335814
0.1,155.63634,-17.9038446136275,0.0,3.25840768344107
0.1,156.98134,-18.688820303682657,0.0,3.2377362152535074
[0.],159.24275,-19.962316719443965,0.0,3.2211805963106217
[0.],162.28537,-21.616073029002795,0.0,3.206631973632312
0.1,165.5251,-23.284010424346114,0.0,3.1925659674917
[0.],168.28053,-24.597012561096122,0.0,3.1778980151888527
0.1,169.87274,-25.205554207247157,0.0,3.161858707865817
[0.],169.6988,-24.81981428317075,0.0,3.1438929328459575
0.1,167.60243,-23.448132166388245,0.0,3.1235928200702867
[0.],164.0964,-21.47285053420242,0.0,3.1006528229273296
0.1,159.84254,-19.250532347393843,0.0,3.074842184350644
[0.06866668],155.50305,-17.100976870411785,0.0,3.0459857865722233
0.1,151.69951,-15.310164415067078,0.0,3.013949480928479
[0.],148.80797,-14.01451252322751,0.0,2.9786128923539996
[0.],146.83589,-13.163274117568166,0.0,2.9398546862126396
0.1,145.70892,-12.713094630673949,0.0,2.8975708786201206
0.1,145.35292,-12.632449686786419,0.0,2.8517133135199852
0.1,145.6845,-12.883227283174728,0.0,2.8022853639650536
[0.],146.56276,-13.391231945191189,0.0,2.7493005105351545
[0.],147.76027,-14.032914909795815,0.0,2.6927581829656217
[0.01128013],149.03029,-14.680860341903006,0.0,2.6326661220651673
0.1,150.1263,-15.209127537515279,0.0,2.5690875842077157
[0.],150.82124,-15.504578620767491,0.0,2.5021617440617057
[0.],151.00282,-15.526135753466281,0.0,2.4320814875439183
[0.],150.7303,-15.328069140777485,0.0,2.3590731095065234
0.1,150.1013,-14.96569271570918,0.0,2.283406364150536
[0.],149.2138,-14.488535077917305,0.0,2.2053982763904747
[0.],148.16055,-13.942132992982424,0.0,2.125387257284846
[0.],147.00143,-13.351682184279381,0.0,2.0437115432045356
0.1,145.74706,-12.715867977311817,0.0,1.960718518981655
0.1,144.39714,-12.03323619792079,0.0,1.8767701771140475
[0.],142.95154,-11.30384564851226,0.0,1.7922184364328586
[0.],141.40652,-10.525582214427164,0.0,1.7073697016025802
0.1,139.73846,5.184546328968209,0.0,1.6224882925021453
[0.02057548],137.89401,7.19490428184274,0.0,1.5378253718094501
0.1,135.81328,7.207822703190184,0.0,1.4536222414980515
[0.],133.43623,7.221000537106995,0.0,1.3701007833334624
0.1,130.7027,7.231248161700464,0.0,1.2874605413089664
[0.],127.55229,7.234077999083194,0.0,1.2058832730109936
0,123.924515,7.223105752122202,0.0,1.125539739377265
0,119.758804,7.189145508462841,0.0,1.0465967821532756
0,114.99466,7.118780889718217,0.0,0.9692352139436451
0,111.53342,7.013799176586544,0.0,0.8936593089900303
0,111.5503,7.000091544703131,0.0,0.8200945753047727
0,111.62463,7.0003839326363,0.0,0.7487795793253336
0,111.74166,7.00054152670123,0.0,0.6799560539143991
0,111.88679,7.000565105434904,0.0,0.6138594390373044
0,112.04557,7.000483707538015,0.0,0.5507107635498936
0,112.20363,7.000342410331493,0.0,0.49071014136763036
0,112.34662,7.000190677842164,0.0,0.43403185605797334
0,112.460175,7.000071131986151,0.0,0.3808208818328579
0,112.52991,7.000008552419041,0.0,0.3311906482441842
0,112.54462,6.999998396374453,0.0,0.2852218550078964
0,112.512665,7.000001972451187,0.0,0.24296215923646042
0,112.471756,6.999994346978081,0.0,0.2044265786796815
0,112.46603,6.999998474979401,0.0,0.16959847616944196
0,112.53952,7.000005894940121,0.0,0.1384310101904888
0,112.734116,6.999872725841232,0.0,0.11084895368610909
0,113.0792,6.999266965430208,0.0,0.08675079784807294
0,113.58548,6.997760997625683,0.0,0.06601106999196636
0,114.25943,6.994900474094892,0.0,0.04848280501529251
0,115.10743,6.990205048705299,0.0,0.03400011870098376
0,116.13496,6.983196072280019,0.0,0.022380838548303437
0,117.34261,6.973517900605842,0.0,0.01342915412613583
0,118.72368,6.961068256392268,0.0,0.0069382543468217124
0,120.26977,6.9458463848470045,0.0,0.002692923711852073
0,121.97241,6.927935716341955,0.0,0.0004720736143923783
0,123.8108,6.90817044848622,0.0,5.1188303963108087e-05
0,125.690506,6.8917124610033484,0.0,0.001204668213118483
0,127.40671,6.888973964377164,0.0,0.00370805608630996
0,128.73,6.906778944230785,0.0,0.0073401337966517285
0,129.4309,6.948017812595362,0.0,0.011884879935646006
0,129.29251,7.010404441378547,0.0,0.01713328025409811
0,128.17354,7.081570247148337,0.0,0.022884984851764132
0,126.046135,7.14218374276614,0.0,0.028949807684937115
0,122.90767,7.177250332699117,0.0,0.03514906550541244
0,118.755424,7.170154515869353,0.0,0.04131675477708341
0,113.62368,7.097888556155642,0.0,0.04730056644929325
0,107.76881,6.938801545306075,0.0,0.05296273970746278
0,101.780304,6.71582329411056,0.0,0.058180756976692324
0,96.32166,-12.326989018492828,0.0,0.06284788352619118
0,92.05637,-14.529278341249528,0.0,0.06687355601289527
0,89.58252,-15.611919582218743,0.0,0.07018362521123012
0,89.10601,-15.531893313958639,0.0,0.07272045900185006
0,90.24448,-14.678876861628764,0.0,0.07444291243352258
0,92.484825,-13.404753045846853,0.0,0.07532617232758626
0,95.31393,-11.966081115586537,0.0,0.07536148446129354
0,98.21864,-10.577261973950538,0.0,0.0745557718440665
0,100.685814,7.212121467557106,0.0,0.07293115298751668
0,102.20227,7.107303316005019,0.0,0.07052436936626603
0,102.25483,7.003415522918118,0.0,0.06738613147214563
0,100.33028,6.86163178802686,0.0,0.06358039298110942
0,98.79042,-10.735825865227643,0.0,0.059183562581779724
0,101.18821,7.196126822290172,0.0,0.054283662960609505
0,103.788246,7.1642483111537745,0.0,0.04897944630497822
0,106.513885,7.121844311743724,0.0,0.04337947547695294
0,109.28848,7.074888751796643,0.0,0.03760117973274113
0,112.03536,7.028788415880874,0.0,0.0317698935219851
0,114.67787,6.988072655852737,0.0,0.026017886504083265
0,117.139336,6.956244180307145,0.0,0.02048339247253096
0,119.34308,6.935733207366294,0.0,0.01530964439061867
0,121.2124,6.927902688482091,0.0,0.010643922219970358
0,122.6859,6.932310961053056,0.0,0.006636619675315594
0,123.79378,6.943031133936502,0.0,0.0034403354717067267
0,124.70369,6.94942109839603,0.0,0.001208994051717875
0,125.61382,6.9460702242647505,0.0,9.700019675410723e-05
0,126.72238,6.929909586213211,0.0,0.00025843134508449407
0,128.19798,6.899408937511954,0.0,0.0018462708656663922
0,130.03183,6.863782885365996,0.0,0.005011684976728579
0.1,131.94907,6.844856928591587,0.0,0.009903339478993165
[0.],133.61563,6.855011686006187,0.0,0.01666632274706725
0.1,134.69734,6.901033085211842,0.0,0.025438232255329124
[0.],134.89357,6.9816465983920715,0.0,0.036342592047328835
[0.01963727],134.10641,7.072883839285013,0.0,0.04948193600852482
0.1,132.54233,7.138871007048902,0.0,0.06493217945426398
[0.],130.47519,7.170956707447534,0.0,0.08274134556967953
0.1,128.17874,7.172321086276483,0.0,0.10292649442597163
0,125.92441,7.1501633521536565,0.0,0.12547015440527257
0,123.97069,7.114094081599699,0.0,0.15031858213151114
0,122.55685,7.072838595738557,0.0,0.17738251745539813
0,121.91796,7.030145525093838,0.0,0.20654661227540044
0,122.28936,6.982688313786513,0.0,0.23768129996275586
0,123.85871,6.920399084087908,0.0,0.27065252331704387
0,126.52586,6.841671088075221,0.0,0.3053288045087629
0,129.7587,6.771475220557301,0.0,0.34158609219513053
0,132.92938,6.739629870553784,0.0,0.3793109090606294
[0.],135.41035,6.7729457223436755,0.0,0.4184022426451772
[0.],136.6402,6.880257221617227,0.0,0.4587725227771583
0.1,136.45291,7.018534038943276,0.0,0.5003479012919086
0.1,135.27553,7.114052329936868,0.0,0.5430656039538154
[0.08192571],133.66675,7.148801641120012,0.0,0.5868572597225606
0.1,132.18492,7.1296228831692625,0.0,0.6316206285303493
0.1,131.33736,7.0708352333237325,0.0,0.6772003794660495
0.1,131.32808,7.000762504787811,0.0,0.7233802550161264
[0.],131.90659,6.9519333831063115,0.0,0.7698802719891163
[0.],132.72101,6.930414733072244,0.0,0.8163615427935915
[0.],133.41913,6.9385946956558,0.0,0.8624513252342241
0.1,133.6489,6.979440870857661,0.0,0.9077832149872554
[0.01068288],133.0587,7.052462663575287,0.0,0.9520250214230058
0.1,131.29744,7.149666554719181,0.0,0.9948775127954184
0.1,128.01437,7.250167449695943,0.0,1.036062632122923
0,122.858894,7.310641235373548,0.0,1.0753133336227052
0,118.37578,7.179380498442951,0.0,1.112357633297572
0,118.568,6.994180374029689,0.0,1.1469263433123444
0,120.23121,6.942488877454932,0.0,1.1787839325226876
0,123.07644,6.873010988126666,0.0,1.2077524061249456
0,126.8153,6.781837451003445,0.0,1.2337207390160057
0,131.15997,6.679532653086278,0.0,1.256644515421859
[0.],135.82317,6.583709028850928,0.0,1.2765403170095242
[0.],140.518,-10.746059047807753,0.0,1.2934777363170737
[0.],144.95801,-12.996007608834317,0.0,1.307570658487187
0.1,148.8569,-14.923388073722784,0.0,1.3189686360222552
0.1,151.949,-16.392005037791062,0.0,1.3278452600724113
[0.],154.09079,-17.34668789072881,0.0,1.3343688028836997
0.1,155.32196,-17.838451222140836,8.333333333333334,1.338700199977477
0.1,155.73349,-17.926743162498653,0.0,1.342583802717532
0.1,155.4743,-17.699323714802183,0.0,1.356402299629503
[0.],154.79532,-17.29920163145529,0.0,1.4011655050433383
[0.],153.99734,-16.884146021288302,0.0,1.5001319042264436
[0.],153.34964,-16.582819726353588,0.0,1.6740515471891382
[0.],153.04877,-16.481941139529766,0.0,1.9401004754125537
[0.],153.211,-16.628361283752803,0.0,2.31060683733408
0.1,153.88666,-17.039125687846557,0.0,2.7902427687209475
0.1,155.11627,-17.73487193409013,0.0,3.372554253278976
0.1,156.97395,-18.759695930220342,0.0,4.0383378959257685
0.1,159.52557,-20.148130973651806,0.0,4.758155682733031
[0.],162.84334,-21.940313788086854,0.0,5.498356391899565
[0.],166.98714,-24.167350217009975,0.0,6.227452889762447
[0.],171.78296,-26.70432808999132,0.0,6.920344367830106
0.1,176.68147,-29.20418200790986,0.0,7.5598021950971175
[0.],181.07927,-31.34069577083852,0.0,8.136042812443705
[0.],184.40279,-32.82163550088638,0.0,8.645410771296465
[0.],186.16068,-33.413238249571435,0.0,9.08864687965234
[0.],186.2476,-33.14034622477236,0.0,9.46934300468479
0.1,185.12553,-32.34979734384718,0.0,9.792723955036294
[0.],183.38263,-31.363157079295494,0.0,10.064743831703787
[0.09237692],181.60558,-30.471624452032568,0.0,10.291427893508958
0.1,180.33563,-29.93334624885439,0.0,10.478450531405235
0.1,179.85687,-29.84053029631191,0.0,10.6309061631434
[0.],180.0693,-30.073624424334078,0.0,10.753171282715828
0.1,180.78406,-30.523544869035376,0.0,10.848867289395503
0.1,181.80826,-31.093610429663677,0.0,10.92094084207411
[0.],182.95454,-31.690743985463307,0.0,10.971769588345847
0.1,184.0859,-32.255073175431356,0.0,11.003223966326747
0.1,185.14288,-32.77086130268177,0.0,11.016766675044705
0.1,186.0819,-33.21909880940863,0.0,11.013548861091929
[0.],186.85782,-33.57681064022794,0.0,10.994441127502535
[0.],187.4242,-33.82044287204813,0.0,10.960067636990418
[0.],187.73355,-33.926090962331486,0.0,10.910903979250135
0.1,187.73805,-33.86988954189692,0.0,10.847409284435107
[0.],187.38998,-33.62825924516299,0.0,10.770103858425124
[0.],186.64186,-33.17791400873621,0.0,10.679556147690617
[0.],187.06902,-33.616094922555234,0.0,10.576359371871433
[0.],189.87221,-35.47604896146105,0.0,10.46116334789984
[0.],191.12236,-35.80442908940891,0.0,10.334703353902594
[0.],191.11021,-35.55273454368148,0.0,10.197805116222733
0.1,190.12689,-34.872005090278776,0.0,10.051374743902413
[0.],188.46391,-33.9102916502989,0.0,9.89637374853802
[0.],186.41283,-32.8134404913753,0.0,9.733757130995388
[0.],184.26508,-31.7256794340544,0.0,9.5644331717612
0.1,182.31194,-30.790274001259903,0.0,9.389291603390818
[0.],180.84471,-30.15044221949343,0.0,9.209227749008175
0.1,180.11888,-29.92584045407498,0.0,9.02511260711295
[0.],180.17477,-30.09765314160061,0.0,8.837745768033832
[0.],180.72992,-30.46712423520863,0.0,8.647816861568687
[0.],181.42989,-30.844266624077925,0.0,8.455974642504353
[0.],181.92033,-31.05111511691161,0.0,8.262899425122626
0.1,181.88893,-30.938633369460604,0.0,8.069339140655078
0.1,181.2735,-30.522692135210434,0.0,7.876114113296859
0.1,180.38681,-30.029839380952986,0.0,7.684068836650705
[0.],179.62486,-29.672605178974592,0.0,7.493998854692148
[0.],179.38335,-29.647496434833023,0.0,7.3066246495533
0.1,180.00636,-30.117283101319636,0.0,7.1226460357965715
[0.],181.52931,-31.04547929996901,0.0,6.942831617627795
[0.],183.52466,-32.13424524754462,0.0,6.768049493175026
0.1,185.46266,-33.09671991235245,0.0,6.599278740385353
[0.06116186],186.8145,-33.664462122180524,0.0,6.437647645235435
0.1,187.10005,-33.60459990912793,0.0,6.284426539728808
[0.],186.12627,-32.87737326456857,0.0,6.140981408974309
0.1,184.12984,-31.68716759096459,0.0,6.008728234079919
[0.],181.44315,-30.22003335563729,0.0,5.8890843312476395
[0.],178.39839,-28.640788318278787,0.0,5.7833603512171
[0.],175.32437,-27.109849591371436,0.0,5.692560558787032
0.1,172.53477,-25.776745788629576,0.0,5.617121371360588
0.1,170.32013,-24.77814167761448,0.0,5.556596293906921
[0.],168.9602,-24.2490610179095,0.0,5.50935696685221
[0.],168.7268,-24.324023780644723,0.0,5.472459669144754
0.1,169.8366,-25.106259037721372,0.0,5.441821961135279
[0.],172.21535,-26.516546322283354,0.0,5.412656993013776
[0.],175.35815,-28.231234741507425,0.0,5.3799715532334025
[0.],178.66539,-29.92755176895864,0.0,5.339036377917383
0.1,181.54037,-31.298076083996758,0.0,5.2857891328997315
0.1,183.43729,-32.07213080275538,0.0,5.217088517927493
0.1,184.09248,-32.16925870287103,0.0,5.130782901548724
[0.],183.66261,-31.75054440111112,0.0,5.02564167907675
[0.],182.40118,-30.96476354568395,0.0,4.90124511848656
[0.],180.56566,-29.942861784694887,0.0,4.757894723130083
0.1,178.41708,-28.81557524747547,0.0,4.596538046230493
0.1,176.21959,-27.71368543819454,0.0,4.418660210795685
0.1,174.23964,-26.7681791072989,0.0,4.226123425726978
[0.],172.74507,-26.11053486114902,0.0,4.020991789130362
[0.],172.00433,-25.87344169163266,0.0,3.8054062883148108
[0.],172.02672,-26.017237492138502,0.0,3.5815365301361552
[0.],172.10345,-26.065030421472883,0.0,3.3515767142301374
[0.],171.51747,-25.65736053741849,0.0,3.1177304903576446
[0.],170.33289,-24.962994818006997,0.0,2.8821786482919514
0.1,168.6139,-24.01533304620338,0.0,2.647041256420291
0.1,166.42455,-22.847271635071706,0.0,2.4143378790554593
[0.07251646],163.8284,-21.491142040997723,0.0,2.1859333925930486
[0.],160.88824,-19.978521700694593,0.0,1.9634873459344868
0.1,157.66583,-18.340174991365288,0.0,1.7484468234656128
0.1,154.22194,-16.606120292899455,0.0,1.542079588471388
[0.],150.61542,-14.804994301644886,0.0,1.3455001174874583
0.1,146.89757,-12.960661900281584,0.0,1.1596761909652358
0.1,143.10843,-11.090894373855079,6.666666666666667,0.9854035101029393
[0.],139.29462,7.428417804303975,0.0,0.8245007712202719
0.1,135.55904,7.379421874201451,0.0,0.6849659952451557
0.1,132.09541,7.31309189066009,0.0,0.5776017841738418
[0.],129.13261,7.235819085347658,0.0,0.5089299707688952
0,126.879616,7.158167464632172,0.0,0.48095215566440697
0,125.48633,7.08816961880766,0.0,0.4937692669315781
0,125.03669,7.026828117184259,0.0,0.5473944813394545
0,125.54502,6.969610454449192,0.0,0.6413820054216923
0,126.92195,6.912595001252401,0.0,0.7727839320371722
0,128.9638,6.857130008856111,0.0,0.9342648156681088
0,131.43535,6.806855552184485,0.0,1.1141590115765625
[0.],134.11449,6.767024126089797,0.0,1.2985991053420354
0.1,136.79652,6.743642224500374,0.0,1.474326047611443
[0.],139.22174,6.749439433237493,0.0,1.6308030635789972
0.1,141.02457,-10.70948205617007,0.0,1.7611206421943135
0.1,141.8376,-11.010667459868149,0.0,1.8619036944959677
[0.],141.31444,-10.597899122660834,0.0,1.9326568257353163
0.1,139.17749,7.234470305581953,0.0,1.974910090542067
[0.0820519],135.4908,7.373441418896388,0.0,1.9914329573889709
[0.],130.82317,7.411566836697209,0.0,1.9856064799621231
[0.],125.854485,7.354580459227853,0.0,1.960957592260911
0,121.262314,7.241837008837085,0.0,1.9208746416375488
0,117.664536,7.125283806751198,0.0,1.8684656260500891
0,115.335526,7.048279346135905,0.0,1.8064936978333725
0,114.03606,7.0150186049678585,0.0,1.7373567959373701
0,113.41064,7.004072219855302,0.0,1.6630958686430233
0,113.10125,7.001241463969808,0.0,1.5854206966621378
0,112.77235,7.000752502523993,0.0,1.5057450114673538
0,112.23443,6.999957753578882,0.0,1.4252250105169275
0,111.51837,6.997458248877373,0.0,1.3447974077676774
0,110.703,6.993585977942538,0.0,1.2652147297241054
0,109.86605,6.989435930768573,0.0,1.1870766930039591
0,109.08434,6.986412077203089,0.0,1.1108572543007564
0,108.43397,6.9858999864826234,0.0,1.0369273958403016
0,107.99042,6.988903367368287,0.0,0.9655739790711193
0,107.82872,6.995652744430153,0.0,0.8970151311867985
0,108.02354,7.005217692222083,0.0,0.8314126719941559
0,108.807945,7.018647052032922,0.0,0.7688820776215916
0,109.88673,7.01957726079277,0.0,0.709500436662492
0,110.01237,7.001831341753416,0.0,0.6533127994541079
0,109.41515,6.9904645123069455,0.0,0.6003372623423666
0,108.32527,6.977098507176641,0.0,0.5505690719812141
